instrument,setting,unsafe_frequency,mean_depth,social_payoff,declaration_gap
depth_cap,6.0,0.32246992822203996,5.99999923322388,-0.8487731793177296,0.7378559497483709
depth_cap,5.0,0.2250636152654247,4.999988079021082,18.455475246888525,0.6723190233882953
depth_cap,4.0,0.1358510085489049,3.999820681715083,36.03782115135277,0.5903816350944601
depth_cap,3.0,0.06398132037577617,2.9994781388376377,49.914897942304364,0.4879331995949907
depth_cap,2.0,0.017778723553178433,1.9998830208746257,58.269589007785974,0.3599812769947177
depth_cap,1.0,2.779215664823913e-17,0.9988090981847713,60.49821364727718,0.19976181963695422
depth_cap,0.0,0.0,0.0,59.00000000000002,0.0
pass_through,0.75,0.32246992822203996,5.99999923322388,-0.8487731793177296,0.7378559497483709
pass_through,0.76,0.3224698845837595,5.999998785215473,-0.8487644023065324,0.7378559203874282
pass_through,0.77,0.3224697997716872,5.9999979144964755,-0.8487473439238609,0.7378558633228024
pass_through,0.78,0.3224696223702156,5.999996093198076,-0.8487116626648684,0.73785574395683
pass_through,0.79,0.32246921926335687,5.999991954602046,-0.8486305833316236,0.7378554727011198
pass_through,0.8,0.3224682145774196,5.999981639147032,-0.8484284955503598,0.7378547964813238
pass_through,0.81,0.32246543758216395,5.999953121351486,-0.8478698332696757,0.7378529260087723
pass_through,0.8200000000000001,0.3224567790412911,5.999864131820961,-0.8461268593067036,0.7378470763985304
pass_through,0.83,0.32242464203600346,5.999532098808531,-0.8396319651471832,0.737824969117226
pass_through,0.84,0.3222228932374873,5.997362787645195,-0.7976326320194796,0.7376679912628311
pass_through,0.85,0.3153042074714762,5.916391945259119,0.7317683318211422,0.7309307312088833
pass_through,0.86,0.11106289201084077,3.454568414629895,42.131696199696506,0.5174696169656889
pass_through,0.87,0.05108285388982576,2.697871154035696,52.59702681371383,0.44825857865024316
pass_through,0.88,0.04136543191970846,2.5063529761462293,54.35764688016246,0.4246311542222917
pass_through,0.89,0.03305366432829845,2.329275336226861,55.81332697310487,0.4020911080676839
pass_through,0.9,0.026561653469804717,2.1890789673973865,56.89395259705557,0.3841565162034132
pass_through,0.91,0.022332448794735792,2.0974005329689587,57.569413177484975,0.3724116719365143
pass_through,0.92,0.019958288529429602,2.045775386404978,57.938682896043936,0.36578986002685215
pass_through,0.9299999999999999,0.018751222258472817,2.0193682392894687,58.12380307446187,0.3623943975082779
pass_through,0.94,0.018173730154480768,2.0065452727553796,58.21189944624706,0.36073584264246517
pass_through,0.95,0.01790608701570644,2.0003722460056124,58.252821849382926,0.35992569760143145
pass_through,0.96,0.017781028280559708,1.9972014223238197,58.272210663107,0.35949552609889407
pass_through,0.97,0.017716988259424155,1.995232402727245,58.2824916579161,0.3592130046072201
pass_through,0.98,0.017676301869523844,1.9936177945815168,58.289397225434946,0.3589679630379546
pass_through,0.99,0.01764206266638338,1.9919599799354193,58.29551103884683,0.3587078356327668
pass_through,1.0,0.017606343030748615,1.9900479656208274,58.30206487866595,0.35840354441905636
attestation,1.0,0.32246992822203996,5.99999923322388,-0.8487731793177296,0.7378559497483709
attestation,0.95,0.2929450670079923,5.999998773555155,5.43354572831198,0.7175703822680505
attestation,0.9,0.2639801945262206,5.999998138070959,11.60058034623941,0.6959932043229975
attestation,0.85,0.23575522981664096,5.999997297549825,17.613850062376716,0.6730594456638298
attestation,0.8,0.2084521764848075,5.999996219445262,23.434349379137753,0.6487017154095214
attestation,0.75,0.18225262805495834,5.999994857446221,29.0230776354904,0.622850142099607
attestation,0.7,0.15733491878108313,5.999993134966124,34.341646413573415,0.5954323126996756
attestation,0.6499999999999999,0.13387090255007794,5.999990921630838,39.352968814381704,0.5663732105423265
attestation,0.6,0.11202234481511938,5.999988004270116,44.02203440996487,0.5355951513261377
attestation,0.55,0.09193693309448292,5.999984129915318,48.31677041424302,0.5030177033109274
attestation,0.5,0.0737441982008848,5.999980327239046,52.20894704019803,0.46855737641127665
attestation,0.44999999999999996,0.05755321902586786,5.999982296732158,55.67488193356302,0.4321251760022803
attestation,0.3999999999999999,0.04350049745523199,5.999981435708006,58.68960217239684,0.39357172876906354
attestation,0.35,0.03324452484894239,5.999973824535264,61.043089371978446,0.3512042144362595
attestation,0.29999999999999993,0.05651605982212386,5.999963248582892,59.020112841915804,0.2758150454285111
attestation,0.25,0.19740286814231955,5.99998724096269,32.84189257993885,0.18945401138637846
attestation,0.19999999999999996,0.23938105055585251,5.997403648155034,17.6692753178656,0.21089463689841925
attestation,0.1499999999999999,0.1783622081232355,5.998589829375589,30.494288838867035,0.16590619502600312
attestation,0.09999999999999998,0.12015135242490443,5.998300427823838,42.75396289979993,0.11366656722730464
attestation,0.04999999999999993,0.06305949807687322,5.991052237716137,54.70451823511924,0.05807764481824746
attestation,0.0,0.011056823151557682,5.952677117291493,65.51193922656005,0.0
audit_layer,0.0,0.32246992822203996,5.99999923322388,-0.8487731793177296,0.7378559497483709
audit_layer,1.0,0.2250638454990483,5.999990660425869,19.95542808348348,0.6723192348919649
audit_layer,2.0,0.13586265078187126,5.999982734657601,39.03539322172054,0.5903982319428749
audit_layer,3.0,0.06400572443666798,5.999995299521213,54.4097894353379,0.48799887897868227
audit_layer,4.0,0.07083006149162911,5.994729067576351,57.33859687802252,0.3066134678647818
audit_layer,5.0,0.15683259268805233,5.672449119328232,33.9335182732485,0.1253620966659788
audit_layer,6.0,0.01777073523253191,5.999850401026667,64.24968753899326,3.574199911113356e-05
audit_layer_half,0.0,0.32246992822203996,5.99999923322388,-0.8487731793177296,0.7378559497483709
audit_layer_half,1.0,0.27333020618748954,5.999996936012732,9.625075306550421,0.7050877740965747
audit_layer_half,2.0,0.22647248996792724,5.99999346280983,19.581267119640884,0.6641274510792985
audit_layer_half,3.0,0.18493615141928638,5.999991820811858,28.358316943091914,0.6129272084903038
audit_layer_half,4.0,0.1516838397782458,5.999989517583635,35.311569683090326,0.5489268174038385
audit_layer_half,5.0,0.12840475860201625,5.999941613961496,40.080310851116565,0.4689202376239179
audit_layer_half,6.0,0.11345147098539435,5.999999628840527,43.059228237654935,0.36892810510114515
liability,1.0,0.9979535764903081,5.9999553607686575,-143.6398105842547,0.3700939826782768
liability,1.1455149701087122,0.9977022485844197,5.999969285587008,-143.6196538201493,0.37015516742166676
liability,1.3122045467431636,0.9973768802027562,5.99997991042769,-143.59342419645853,0.37022559921545184
liability,1.503149952139011,0.996948190795969,5.999987559348556,-143.55862390758864,0.3703060520357681
liability,1.7218807724934313,0.9963719914438729,5.999992715007832,-143.5114076054714,0.37039658498612604
liability,1.972440201633579,0.9955798591306927,5.999995945048676,-143.44566232141088,0.3704955839093583
liability,2.2594597786155113,0.9944628795619814,5.999997819429303,-143.35130591815613,0.3705977995070029
liability,2.5882450007625843,0.992842432890763,5.999998834813549,-143.21097661286706,0.3706902523188176
liability,2.9648733946825754,0.9904155246211244,5.999999361329349,-142.99314528212537,0.3707431997716367
liability,3.3963068580859264,0.9866445024548135,5.999999630788579,-142.63625175235782,0.37068745778196366
liability,3.890520349020314,0.980489033012688,5.999999767130254,-142.0048695570789,0.3703399159897052
liability,4.45664930131534,0.9694119513342823,5.999999821386244,-140.71902611285688,0.3690339268384092
liability,5.105158491181254,0.943066690383153,5.999999745090353,-137.0727435478901,0.36291645125658184
liability,5.848035476425733,0.8360647898888719,5.999999013599329,-118.82030059368319,0.3236219803397663
liability,6.69901218397251,0.5055724583917054,5.999996601019207,-46.597109346515566,0.5033617590237023
liability,7.673818741681168,0.3394849422840036,5.999995754742536,-4.95847388783475,0.7145997308741855
liability,8.79047424649658,0.3234004160797388,5.999996084033888,-1.05779027061592,0.7365157632649867
liability,10.069619843716932,0.32250783912796654,5.999996530678854,-0.8569446036485514,0.7377993573828062
liability,11.534900274281496,0.3224708411072173,5.999997065945422,-0.848969462262663,0.7378541323212929
liability,13.213400942900543,0.3224698037711748,5.999997693085587,-0.8487484186881202,0.7378558106277529
liability,15.136148586141145,0.32246983813612196,5.999998303381729,-0.848755065361467,0.7378558880845705
liability,17.33868479521449,0.32246988754508055,5.999998815560789,-0.8487649979983413,0.7378559223679491
liability,19.86172299491451,0.32246992651536266,5.999999215702425,-0.8487728360524657,0.7378559486000743
liability,22.751901022827013,0.3224699552699284,5.999999510908262,-0.8487786194737181,0.7378559679467768
liability,26.062643220080066,0.3224699751743673,5.9999997152549716,-0.8487826228645537,0.7378559813388781
liability,29.855147969204044,0.3224699879848869,5.99999984677275,-0.8487851994518515,0.7378559899580517
liability,34.19951893353395,0.32246999556710537,5.999999924604521,-0.8487867243458933,0.7378559950574964
liability,39.17606090887948,0.32246997420148465,5.999999633803259,-0.8487815877375786,0.7378559665634895
liability,44.87676424101214,0.32175432566171863,5.989756691517875,-0.6709875939612451,0.736806973399864
liability,51.40700524811874,0.07000884459424192,2.171388782201755,50.97482070601878,0.3275763887002897
liability,58.88749408017715,0.02923034027964543,1.5625290096073918,56.85585036413554,0.2649774962333324
liability,67.45650602103109,0.0012331001158307471,1.0536819957516665,60.40210408388588,0.20819609677039128
liability,77.27243747831959,9.361445844132403e-05,1.0038159257173507,60.492208195070305,0.20055388447670996
liability,88.51673390820459,4.724655690183289e-06,0.9989757817920548,60.497782171801234,0.19978453117923414
liability,101.3972437969778,1.5865549215907099e-07,0.9988089952722412,60.498190611866214,0.19976144239411325
liability,116.15206069720077,3.6868572579496133e-09,0.9988089702155789,60.49821292377066,0.19976178576645198
liability,133.05392433761932,5.6306664025438845e-11,0.9988090955107055,60.4982136351554,0.19976181897626544
liability,152.41526216045477,7.743039798926357e-13,0.9988090982377871,60.49821364724531,0.1997618196458383
liability,174.59396447784496,1.6277865290884836e-14,0.9988090981889944,60.49821364728117,0.19976181963776257
liability,200.0,3.393064500697652e-16,0.9988090981848937,60.4982136472773,0.19976181963697798
