mu,unsafe_frequency,mean_depth
0.0,0.3224700026250174,5.999999996691969
0.05,0.23071553404004969,4.8974820320749535
0.02,0.2791154779022724,5.494039053485316
0.01,0.2994458344540212,5.734330427560107
0.005,0.31058688436409604,5.86370424512013
