sweep,setting,U_baseline,U_drift_only,U_deniability_only,U_both,interaction,interaction_share,depth_passthrough,depth_per_layer,family,weight,drift_direction,second_eigenvalue,harm_of_first_handoff
kernel_mixed,mixed:0.0000,0.0,0.01755309563656835,0.011516222720488188,0.3224699268821224,0.29340060852506583,0.9098541726413988,1.9900479656208274,5.99999923322388,mixed,0.0,0.75,0.8,0.0
kernel_mixed,mixed:0.1000,0.0,0.01096972864445365,0.011516222720488188,0.3209302466138262,0.29844429524888433,0.9299350821488661,1.1300227394644522,5.999999709092621,mixed,0.1,0.6750000000000003,0.8000000067934601,0.06520000000000005
kernel_mixed,mixed:0.2000,0.0,0.0016062961682968958,0.011516222720488188,0.3204091906409061,0.30728667175212104,0.9590444991214626,0.08629776332265832,5.999999880961734,mixed,0.2,0.6000000000000002,0.8000000064049357,0.1288000000000001
kernel_mixed,mixed:0.2500,0.0,0.0002797574231207254,0.011516222720488188,0.32045837930369936,0.3086623991600904,0.9631902895806951,0.0114106031399881,5.999999923173014,mixed,0.25,0.5625,0.800000006201552,0.16000000000000006
kernel_mixed,mixed:0.3000,0.0,4.898907763251743e-05,0.011516222720488188,0.32067611410022756,0.30911090230210686,0.9639349134856176,0.0016407063567731612,5.999999952367552,mixed,0.3,0.5249999999999998,0.8000000029956345,0.19080000000000005
kernel_mixed,mixed:0.4000,0.0,1.7521229605108007e-06,0.011516222720488188,0.32150610280223213,0.30998812795878344,0.9641749418034103,4.3813414349995364e-05,5.9999999822065835,mixed,0.4,0.44999999999999973,0.8000000048037017,0.2512000000000002
kernel_mixed,mixed:0.5000,0.0,7.134770959174426e-08,0.011516222720488188,0.32268989139745596,0.3111735973292582,0.9643115747496002,1.4269696588470125e-06,5.999999992108179,mixed,0.5,0.375,0.8000000050635462,0.3100000000000001
kernel_mixed,mixed:0.6000,0.0,3.1144342315450886e-09,0.011516222720488188,0.3241799175614812,0.3126636917265588,0.9644758197190351,5.190726273147466e-08,5.999999996095248,mixed,0.6,0.30000000000000004,0.800000003202468,0.3672000000000002
kernel_mixed,mixed:0.7000,0.0,1.4331160920818188e-10,0.011516222720488188,0.32696936552813294,0.31545314266433316,0.9647788934440438,2.0473082165283883e-09,5.999999998197281,mixed,0.7,0.22499999999999992,0.8000000024018509,0.4228000000000002
kernel_mixed,mixed:0.8000,0.0,6.943527461234888e-12,0.011516222720488188,0.3324674011654685,0.32095117843803683,0.965361347647735,8.679409336036423e-11,5.999999999083979,mixed,0.8,0.15000000000000002,0.800000001601234,0.47680000000000033
kernel_mixed,mixed:0.9000,0.0,3.5487839636616344e-13,0.011516222720488188,0.38669484410280835,0.3751786213819653,0.9702188356103829,3.943093293174268e-12,5.999999999110777,mixed,0.9,0.0749999999999999,0.8,0.5292000000000003
kernel_mixed,mixed:1.0000,0.0,1.9197256362478536e-14,0.011516222720488188,0.5170410074055395,0.5055247846850321,0.9777266743729002,1.919772145691082e-13,5.999999998879559,mixed,1.0,0.0,0.8,0.5800000000000003
kernel_severity,severity:0.0000,0.0,0.01755309563656835,0.011516222720488188,0.3224699268821224,0.29340060852506583,0.9098541726413988,1.9900479656208274,5.99999923322388,severity,0.0,0.75,0.8,0.0
kernel_severity,severity:0.1000,0.0,1.083147154028758e-05,0.011516222720488188,0.39546160070207703,0.38393454651004855,0.9708516473620596,0.0003782615999243498,5.999999971721918,severity,0.1,0.8250000000000001,0.8,0.20880000000000015
kernel_severity,severity:0.2000,0.0,1.2719169579173919e-10,0.011516222720488188,0.4601083357645222,0.4485921129168423,0.9749706276706672,2.2174756517320864e-09,5.999854823553541,severity,0.2,0.9000000000000001,0.8,0.4112000000000003
kernel_severity,severity:0.2500,0.0,4.006306785558224e-13,0.011516222720488188,0.42486592521854477,0.41334970249765596,0.9728944543741298,5.587718455971573e-12,5.298850687930343,severity,0.25,0.9375,0.8,0.5100000000000002
kernel_severity,severity:0.3000,0.0,1.4171712841573927e-15,0.011516222720488188,0.02194860670742916,0.010432383986939556,0.4753096233397086,1.5981622078172755e-14,0.2694002794582132,severity,0.3,0.9749999999999999,0.8,0.6072000000000002
kernel_severity,severity:0.4000,0.0,0.0,0.011516222720488188,0.005778095243742625,-0.005738127476745563,-0.9930828819340864,0.0,0.05631590183237183,severity,0.4,1.0500000000000003,0.8,0.7968000000000005
kernel_severity,severity:0.5000,0.0,0.0,0.011516222720488188,0.0018603633797047475,-0.00965585934078344,-5.190308219416731,0.0,0.015486156532213639,severity,0.5,1.125,0.8,0.9800000000000004
kernel_severity,severity:0.6000,0.0,0.0,0.011516222720488188,0.0006446205319001148,-0.010871602188588073,-16.865119323057257,0.0,0.0047825083267552405,severity,0.6,1.1999999999999997,0.8,1.1568000000000005
kernel_severity,severity:0.7000,0.0,0.0,0.011516222720488188,0.0002495240049943484,-0.01126669871549384,-45.15276482416601,0.0,0.0016893376832651961,severity,0.7,1.275,0.8,1.3272000000000006
kernel_severity,severity:0.8000,0.0,0.0,0.011516222720488188,0.00010968218579269221,-0.011406540534695496,-103.99629121409686,0.0,0.0006876057636990623,severity,0.8,1.35,0.8,1.4912000000000012
kernel_severity,severity:0.9000,0.0,0.0,0.011516222720488188,5.533047934462779e-05,-0.01146089224114356,-207.13524221901275,0.0,0.0003243866923746677,severity,0.9,1.4250000000000003,0.8,1.648800000000001
kernel_severity,severity:1.0000,0.0,0.0,0.011516222720488188,3.2407795062097135e-05,-0.01148381492542609,-354.353478952263,0.0,0.00017930134434532679,severity,1.0,1.5,0.8,1.8000000000000007
