unsafe_passthrough,unsafe_per_layer,unsafe_frozen_composition,composition_channel,mean_depth_passthrough,mean_depth_per_layer
0.01755309563656835,0.3224699268821224,0.01755309563656835,0.304916831245554,1.9900479656208274,5.99999923322388
