floor,unsafe_frequency,mean_depth,social_payoff,declaration_gap
0.62,0.034044664076729764,2.3859823745052227,55.36764380418321,0.4094023477131288
0.63,0.031493793164841064,2.3284202345176537,55.82618138682561,0.40203372613221333
0.64,0.02919135244559761,2.275584104356365,56.239037198822075,0.3952698642427882
0.65,0.027164609511474196,2.2283487139280935,56.60161129325819,0.3892227396914347
0.66,0.025419421246028574,2.1871049844736934,56.913151619710725,0.3839423914974013
0.67,0.023944822995648873,2.1518268362139112,57.175886394697606,0.37942547468793203
0.68,0.022718521183827497,2.122177219396267,57.394015953479894,0.37562883386999785
0.69,0.021712020231832056,2.0976219076681666,57.572788942909845,0.3724840694740535
0.7,0.02089469582168616,2.077529482806485,57.717779498230215,0.3699103360684351
0.71,0.020236626041741305,2.061247379182934,57.83439245086866,0.3678240761368555
0.72,0.019710302040479424,2.04815266200239,57.9275699747111,0.36614551972651826
0.73,0.01929147284611339,2.0376812025836757,58.00165147372931,0.36480241890486875
0.74,0.018959395020603186,2.0293407376675274,58.06033733520171,0.3637317193903949
0.75,0.01869671613748601,2.0227131813404413,58.10671562118604,0.3628798567848832
0.76,0.01849068005924209,2.017501163737982,58.14307536541067,0.36220969139602005
0.77,0.018328411088150455,2.01337775314973,58.17168261582249,0.3616785655326419
0.78,0.01820059043272273,2.0101122490198464,58.194188508067995,0.36125691351101813
0.79,0.018099773687276364,2.0075192651116147,58.211910721822235,0.36092096662560513
0.8,0.018020046492431534,2.0054507840277904,58.22589517710562,0.36065173635619185
0.81,0.017956730124890484,2.0037892009227556,58.236968597459175,0.3604341244399878
0.82,0.017906135963134985,2.0024414266911235,58.245782238251884,0.3602561687550161
0.83,0.017865364005726095,2.0013339909311285,58.25284770269541,0.3601084171678753
0.84,0.01783213900243808,2.0004090193946116,58.25856602369362,0.3599834129485998
0.85,0.017804677586114363,1.9996209405330048,58.26325120148488,0.35987527274248365
0.86,0.017781580619959277,1.9989337890486476,58.26714923357464,0.3597793399735548
0.87,0.017761746317198714,1.9983190067835164,58.27045343755328,0.3596919010822989
0.88,0.017744300940921144,1.9977536735760582,58.273316650061744,0.35960995649895366
0.89,0.017728544577389302,1.9972191168619555,58.27586076352134,0.35953104042283773
0.9,0.017713909568930594,1.9966998467027175,58.27818403897913,0.3594530829866203
0.91,0.017699929069028782,1.9961827539976755,58.28036664560576,0.3593743068661196
0.92,0.01768621324042595,1.9956565067988987,58.282474859898684,0.3592931497459951
0.93,0.017672430976099527,1.9951110872412412,58.2845642918499,0.3592082049377429
0.94,0.017658295548797213,1.9945374255977866,58.28668241385114,0.3591181743109972
0.95,0.01764355309898688,1.9939271022255702,58.28887058180545,0.359021829651808
0.96,0.017627973247997523,1.9932720989887187,58.29116567367101,0.3589179800538535
0.97,0.01761134136194472,1.9925645885104128,58.29360142979432,0.35880544387482083
0.98,0.017593452129502314,1.9917967533176753,58.29620955555115,0.35868302428641424
0.99,0.017574104194899146,1.99096062887863,58.29902063291613,0.35854948769252576
1.0,0.01755309563656835,1.9900479656208274,58.30206487866595,0.35840354441905636
