floor,unsafe_frequency,mean_depth,social_payoff,declaration_gap
0.0,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.01,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.02,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.03,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.04,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.05,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.06,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.07,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.08,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.09,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.1,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.11,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.12,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.13,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.14,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.15,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.16,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.17,0.3224699268821224,5.99999923322388,-0.8487731793177296,0.7378559497483709
0.18,0.3224698717639778,5.9999986773324965,-0.8487622887518735,0.7378559133173912
0.19,0.32246805720874794,5.999980376713233,-0.8484037582851574,0.737854713965005
0.2,0.32244114364866827,5.999708939766263,-0.8430860146029291,0.7378369250319365
0.21,0.3220435826946246,5.995699032731706,-0.7645325228221846,0.737574131191834
0.22,0.31650470597214053,5.9397733508113575,0.33008095413857946,0.7339089780460516
0.23,0.2745591239439331,5.512610657131126,8.631532466443325,0.7059143864161026
0.24,0.2358597811026204,5.112619079572933,16.309939652112654,0.679700404898321
0.25,0.23168046685665514,5.069071363996723,17.140302397595054,0.6768452724304271
0.26,0.22901729610846908,5.041272441790209,17.669466663237575,0.6750152332728363
0.27,0.22712637088120355,5.021426855606264,18.044668729826643,0.673657895473676
0.28,0.2240203742258487,4.988270804502413,18.65780207042334,0.6711044057942703
0.29,0.21142240979240987,4.851927243240492,21.139042117232517,0.6600569658275218
0.3,0.17615718683741272,4.461746891357343,28.08706453212608,0.6281846490520361
0.31,0.14612534646956937,4.119299418580406,34.0099526982184,0.6001652320170102
0.32,0.13875775369427024,4.033755060698187,35.46389709582221,0.5931608122815519
0.33,0.1376424553178508,4.0207165472581226,35.68391985787661,0.5920856448178712
0.34,0.1368853579627899,4.011768597836639,35.83300794741174,0.5913286813752056
0.35,0.13619242433833337,4.003319178255783,35.968680510142,0.5905600427060079
0.36,0.1350408593781127,3.9887528796191396,36.192588422160306,0.5891309581338768
0.37,0.1323149253472703,3.9536202664546765,36.72092238163701,0.5855784279312248
0.38,0.1257296237853363,3.867601664037148,37.99567386551324,0.5768017331647401
0.39,0.11235676384728567,3.689271862035821,40.58191003202131,0.5585603013468952
0.4,0.09371125545787513,3.432258744761905,44.18341664787386,0.5322517098022677
0.41,0.07802447203397925,3.2077345686245,47.209198215404506,0.5092634120121122
0.42,0.06954297534601322,3.0828679511231685,48.84341272628075,0.4964774094508736
0.43,0.06740417086052101,3.0509377545010437,49.2552368026271,0.49320348020866006
0.44,0.06632632908540387,3.0347319572236517,49.462629063248436,0.4915354150692385
0.45,0.0655656064983512,3.023200865210781,49.60884066595902,0.4903400565705418
0.46,0.06501487070445465,3.0147265996267034,49.71443592481499,0.48944749526919396
0.47,0.06458569419142647,3.0079328718871126,49.796316494988076,0.4887095023498045
0.48,0.06420004065039481,3.0015550314498705,49.86929873764301,0.4879847112405859
0.49,0.06378508733638805,2.994354727853595,49.947089235990916,0.48712862643758154
0.5,0.06326880091365794,2.985041548023751,50.04311107085524,0.4859842479977804
0.51,0.06256750276128857,2.9720504919613324,50.1728269660776,0.4843555810823755
0.52,0.06156735346467888,2.953197373259476,50.357178728038356,0.48196603247273634
0.53,0.06011315707615811,2.925434921590302,50.62462098176522,0.47842825022283103
0.54,0.05801438254313897,2.884886140984118,51.00991867283965,0.4732483031398781
0.55,0.05507951719322214,2.8273761292508697,51.54768697294813,0.46589357483298655
0.56,0.051192336310753095,2.749786705037061,52.258255510547116,0.4559661817058495
0.57,0.04816371172288959,2.688181723762283,52.810531539488046,0.44808283494935625
0.58,0.04544068880299361,2.631884415257117,53.30601677214508,0.4408778857495126
0.59,0.042580420109833386,2.571778210712687,53.82533995158517,0.43318481153330474
0.6,0.039667471917035374,2.509492273089627,54.352976925916934,0.4252123074451347
0.61,0.036793260394948325,2.4469174537552445,54.87229604267122,0.41720250760488864
